total polygons,890
436,"[1557, 1161, 16, 'e']"
439,"[177.0, 2133.0, 16, 'r']"
464,"[4311.0, 3863.0, 21, 'r']"
469,"[3975.0, 2600.0, 5, 'r']"
475,"[4645, 3856, 13, 'e']"
478,"[4321.0, 3847.0, 19, 'r']"
481,"[3972.0, 2604.0, 5, 'r']"
483,"[4398.0, 2998.0, 14, 'r']"
487,"[3978, 2619, 10, 'r']"
490,"[4212.0, 3051.0, 13, 'r']"
494,"[3690, 2949, 17, 'e']"
495,"[3656.0, 4254.0, 15, 'r']"
500,"[3423.0, 1951.0, 7, 'r']"
507,"[3213, 2995, 13, 'e']"
511,"[2965.0, 4166.0, 24, 'r']"
522,"[2554.0, 3281.0, 6, 'r']"
527,"[3275.0, 3952.0, 15, 'r']"
531,"[3604, 2962, 27, 'e']"
534,"[3711, 3836, 14, 'e']"
537,"[2965.0, 4169.0, 22, 'r']"
545,"[3382.0, 2022.0, 21, 'r']"
555,"[3214.0, 3834.0, 16, 'r']"
561,"[3396.0, 2646.0, 11, 'r']"
572,"[2553.0, 3304.0, 46, 'r']"
574,"[2561, 3324, 11, 'e']"
580,"[3079.0, 3569.0, 18, 'r']"
603,"[2349.0, 5148.0, 9, 'r']"
614,"[4517.0, 5148.0, 25, 'r']"
622,"[2319.0, 4988.0, 26, 'r']"
623,"[2388, 4467, 17, 'e']"
624,"[3857.0, 6284.0, 9, 'r']"
626,"[4495, 5122, 31, 'e']"
628,"[3886.0, 6241.0, 10, 'r']"
631,"[3870.0, 6235.0, 8, 'r']"
634,"[4326.0, 5602.0, 21, 'r']"
643,"[3867.0, 6234.0, 9, 'r']"
644,"[4318.0, 5543.0, 18, 'r']"
645,"[3855.0, 6283.0, 9, 'r']"
647,"[3893.0, 6244.0, 9, 'r']"
653,"[3375.0, 5404.0, 23, 'r']"
656,"[3864.0, 6288.0, 9, 'r']"
657,"[2320, 4991, 28, 'e']"
658,"[2989.0, 4295.0, 4, 'r']"
660,"[4020, 6272, 17, 'e']"
666,"[3872.0, 6235.0, 10, 'r']"
667,"[3877.0, 6238.0, 10, 'r']"
668,"[3847, 6279, 9, 'e']"
669,"[3862.0, 6287.0, 8, 'r']"
677,"[4727.0, 5907.0, 20, 'r']"
680,"[3721.0, 6436.0, 19, 'r']"
681,"[3872.0, 6307.0, 22, 'r']"
683,"[3741, 6430, 10, 'e']"
687,"[3729, 6438, 17, 'e']"
688,"[3891.0, 6243.0, 9, 'r']"
689,"[3880, 6239, 9, 'e']"
693,"[3115.0, 5615.0, 18, 'r']"
698,"[3113.0, 5615.0, 19, 'r']"
703,"[2917.0, 4334.0, 14, 'r']"
707,"[3131.0, 5628.0, 19, 'r']"
708,"[3853.0, 6282.0, 9, 'r']"
712,"[3851.0, 6281.0, 9, 'r']"
713,"[3889.0, 6242.0, 9, 'r']"
714,"[3881.0, 6239.0, 10, 'r']"
715,"[3884.0, 6240.0, 9, 'r']"
716,"[3874.0, 6237.0, 10, 'r']"
725,"[3848.0, 6280.0, 9, 'r']"
733,"[2766.0, 5141.0, 5, 'r']"
734,"[2495.0, 5090.0, 6, 'r']"
736,"[2604.0, 5117.0, 7, 'r']"
737,"[2347.0, 5122.0, 8, 'r']"
738,"[2349.0, 5159.0, 5, 'r']"
739,"[2480.0, 4997.0, 70, 'r']"
740,"[2548.0, 4979.0, 5, 'r']"
741,"[2549.0, 4979.0, 8, 'r']"
742,"[2549.0, 5129.0, 6, 'r']"
743,"[2343.0, 5122.0, 9, 'r']"
744,"[2761, 4916, 10, 'e']"
745,"[2478.0, 4957.0, 10, 'r']"
747,"[2500.0, 5176.0, 8, 'r']"
748,"[2546.0, 4977.0, 7, 'r']"
749,"[2617.0, 4935.0, 6, 'r']"
750,"[2342, 5119, 8, 'e']"
751,"[2373.0, 5134.0, 13, 'r']"
754,"[2496.0, 5092.0, 9, 'r']"
755,"[2345.0, 5122.0, 9, 'r']"
756,"[2352.0, 5159.0, 10, 'r']"
757,"[2373.0, 5123.0, 7, 'r']"
758,"[2451.0, 4956.0, 13, 'r']"
759,"[2470.0, 5190.0, 8, 'r']"
760,"[2494.0, 5088.0, 5, 'r']"
761,"[2707.0, 4980.0, 12, 'r']"
762,"[2349.0, 5148.0, 19, 'r']"
763,"[2447.0, 5189.0, 11, 'r']"
764,"[2477.0, 5001.0, 86, 'r']"
765,"[2479.0, 4998.0, 79, 'r']"
766,"[2346.0, 5118.0, 10, 'r']"
768,"[2414.0, 5184.0, 8, 'r']"
770,"[2456.0, 5196.0, 15, 'r']"
772,"[2480.0, 4973.0, 10, 'r']"
773,"[2481.0, 5099.0, 9, 'r']"
774,"[2483.0, 5100.0, 6, 'r']"
775,"[2514.0, 5060.0, 6, 'r']"
776,"[2604.0, 5118.0, 6, 'r']"
777,"[2344.0, 5164.0, 11, 'r']"
778,"[2764.0, 5094.0, 10, 'r']"
779,"[2692.0, 5117.0, 6, 'r']"
780,"[2450.0, 5187.0, 6, 'r']"
781,"[2477.0, 5000.0, 5, 'r']"
782,"[2478.0, 5000.0, 74, 'r']"
783,"[2527.0, 5060.0, 7, 'r']"
784,"[2401.0, 5134.0, 13, 'r']"
785,"[2472.0, 4927.0, 7, 'r']"
786,"[2433, 5203, 9, 'r']"
790,"[2706.0, 5295.0, 8, 'r']"
794,"[2706, 5295, 10, 'e']"
795,"[2875.0, 4890.0, 11, 'r']"
796,"[2743.0, 4810.0, 10, 'r']"
797,"[2979.0, 5240.0, 6, 'r']"
800,"[3492.0, 4376.0, 10, 'r']"
801,"[2882, 4627, 10, 'e']"
805,"[2637.0, 4833.0, 6, 'r']"
806,"[2705.0, 5297.0, 9, 'r']"
807,"[2742.0, 4810.0, 9, 'r']"
809,"[3348, 4714, 12, 'e']"
810,"[3376.0, 4697.0, 15, 'r']"
817,"[2706.0, 5296.0, 8, 'r']"
818,"[3437, 4624, 16, 'e']"
826,"[3657.0, 5244.0, 13, 'r']"
829,"[2743.0, 4813.0, 10, 'r']"
830,"[2866.0, 4645.0, 11, 'r']"
831,"[3708, 4403, 9, 'e']"
836,"[3041.0, 5279.0, 7, 'r']"
839,"[2701.0, 3808.0, 9, 'r']"
840,"[2768.0, 3906.0, 18, 'r']"
841,"[3128.0, 3830.0, 21, 'r']"
842,"[2680.0, 3828.0, 9, 'r']"
843,"[2564.0, 3385.0, 6, 'r']"
845,"[2638, 3611, 19, 'e']"
848,"[2719, 3604, 12, 'e']"
850,"[2730, 3816, 5, 'e']"
852,"[2753.0, 3912.0, 12, 'r']"
853,"[2679.0, 3834.0, 6, 'r']"
856,"[3274.0, 3953.0, 15, 'r']"
857,"[2639, 3378, 16, 'e']"
859,"[3216.0, 3865.0, 18, 'r']"
861,"[2724.0, 3831.0, 6, 'r']"
864,"[3186.0, 4079.0, 17, 'r']"
865,"[2588, 3543, 14, 'e']"
866,"[2716.0, 3611.0, 11, 'r']"
867,"[2679.0, 3833.0, 5, 'r']"
868,"[2695.0, 3806.0, 7, 'r']"
870,"[3128.0, 3835.0, 23, 'r']"
871,"[3223.0, 4158.0, 8, 'r']"
872,"[2632.0, 3372.0, 16, 'r']"
873,"[3223.0, 4158.0, 8, 'r']"
874,"[3185.0, 4078.0, 16, 'r']"
877,"[2715.0, 3802.0, 5, 'r']"
878,"[2821.0, 3913.0, 9, 'r']"
879,"[2733.0, 3518.0, 16, 'r']"
881,"[2602.0, 3724.0, 16, 'r']"
882,"[2585.0, 3534.0, 6, 'r']"
883,"[3129.0, 3826.0, 8, 'r']"
884,"[3214.0, 3834.0, 21, 'r']"
885,"[2604.0, 3725.0, 16, 'r']"
887,"[2710.0, 3799.0, 5, 'r']"
890,"[3877.0, 6238.0, 7, 'r']"
891,"[3756.0, 6043.0, 7, 'r']"
896,"[2956.0, 5598.0, 7, 'r']"
897,"[3852.0, 5813.0, 7, 'r']"
898,"[4323.0, 5631.0, 9, 'r']"
900,"[3087.0, 5636.0, 7, 'r']"
901,"[3486, 5758, 6, 'e']"
904,"[2971, 5583, 8, 'e']"
905,"[3851.0, 6281.0, 11, 'r']"
906,"[3886.0, 6241.0, 7, 'r']"
910,"[3084.0, 5638.0, 9, 'r']"
912,"[3083.0, 5648.0, 7, 'r']"
914,"[3084, 5641, 6, 'e']"
915,"[3089.0, 5636.0, 7, 'r']"
918,"[3848.0, 6280.0, 9, 'r']"
920,"[3870.0, 6235.0, 7, 'r']"
923,"[4319, 5544, 7, 'e']"
926,"[3080.0, 5649.0, 5, 'r']"
927,"[2947, 5601, 6, 'e']"
928,"[3086.0, 5633.0, 7, 'r']"
930,"[3385.0, 5813.0, 7, 'r']"
931,"[3087.0, 5642.0, 7, 'r']"
936,"[3853.0, 6282.0, 9, 'r']"
939,"[3864.0, 6288.0, 9, 'r']"
940,"[3120, 5648, 7, 'e']"
941,"[3088.0, 5639.0, 7, 'r']"
943,"[3085.0, 5647.0, 7, 'r']"
944,"[3893.0, 6244.0, 7, 'r']"
945,"[3847, 6279, 9, 'e']"
946,"[4528, 6290, 9, 'e']"
947,"[3881.0, 6239.0, 7, 'r']"
950,"[3077.0, 5647.0, 7, 'r']"
952,"[3889.0, 6242.0, 7, 'r']"
953,"[3867.0, 6234.0, 9, 'r']"
958,"[3098.0, 5622.0, 7, 'r']"
964,"[3086.0, 5646.0, 7, 'r']"
965,"[3080.0, 5645.0, 7, 'r']"
967,"[3080.0, 5637.0, 8, 'r']"
972,"[3872.0, 6307.0, 35, 'r']"
973,"[3774.0, 5997.0, 9, 'r']"
974,"[3077, 5667, 9, 'e']"
975,"[4218.0, 5464.0, 6, 'r']"
976,"[3497.0, 5940.0, 6, 'r']"
977,"[3862.0, 6287.0, 8, 'r']"
979,"[3112.0, 5615.0, 7, 'r']"
980,"[3070.0, 5667.0, 6, 'r']"
982,"[3880.0, 6239.0, 7, 'r']"
985,"[3855.0, 6283.0, 9, 'r']"
987,"[3082.0, 5633.0, 7, 'r']"
989,"[3872.0, 6236.0, 7, 'r']"
991,"[3884.0, 6240.0, 7, 'r']"
992,"[3857.0, 6284.0, 9, 'r']"
993,"[3466.0, 5486.0, 7, 'r']"
994,"[4020, 6272, 26, 'e']"
1000,"[4372.0, 5495.0, 7, 'r']"
1001,"[3114.0, 5616.0, 7, 'r']"
1003,"[4565.0, 6374.0, 7, 'r']"
1004,"[3875.0, 6237.0, 7, 'r']"
1005,"[3131.0, 5627.0, 9, 'r']"
1006,"[3891.0, 6243.0, 7, 'r']"
1011,"[4467.0, 5540.0, 5, 'r']"
1014,"[4387, 5926, 12, 'e']"
1016,"[3893.0, 6303.0, 5, 'r']"
1018,"[4417.0, 6102.0, 6, 'r']"
1019,"[4494.0, 6111.0, 6, 'r']"
1020,"[5629.0, 6391.0, 11, 'r']"
1021,"[5571, 6339, 15, 'e']"
1022,"[4551.0, 6170.0, 5, 'r']"
1023,"[4528.0, 6202.0, 5, 'r']"
1027,"[5212.0, 6409.0, 7, 'r']"
1029,"[5550.0, 6344.0, 9, 'r']"
1031,"[5553, 6338, 23, 'e']"
1033,"[5604.0, 6396.0, 6, 'r']"
1034,"[5615.0, 6386.0, 9, 'r']"
1036,"[4504.0, 6176.0, 6, 'r']"
1037,"[4498.0, 6174.0, 5, 'r']"
1039,"[4571.0, 6169.0, 6, 'r']"
1040,"[5361.0, 6242.0, 4, 'r']"
1041,"[5122.0, 6249.0, 8, 'r']"
1042,"[5278.0, 6279.0, 5, 'r']"
1043,"[5280.0, 6276.0, 22, 'r']"
1044,"[5530.0, 6312.0, 7, 'r']"
1045,"[5525.0, 6371.0, 7, 'r']"
1047,"[5528, 6370, 7, 'e']"
1049,"[5520.0, 6365.0, 6, 'r']"
1051,"[5526, 6364, 11, 'e']"
1053,"[5473.0, 6379.0, 13, 'r']"
1056,"[4285.0, 6028.0, 9, 'r']"
1057,"[5606.0, 6354.0, 9, 'r']"
1058,"[5606.0, 6351.0, 20, 'r']"
1059,"[4480.0, 6098.0, 7, 'r']"
1060,"[4420.0, 6109.0, 5, 'r']"
1062,"[4530.0, 6202.0, 6, 'r']"
1063,"[4534.0, 6167.0, 5, 'r']"
1064,"[4659.0, 6161.0, 6, 'r']"
1065,"[5191.0, 6233.0, 10, 'r']"
1066,"[5279.0, 6281.0, 5, 'r']"
1067,"[5550.0, 6315.0, 6, 'r']"
1079,"[5608, 6357, 12, 'e']"
1080,"[4284.0, 6028.0, 8, 'r']"
1081,"[4478.0, 6093.0, 5, 'r']"
1083,"[4505.0, 6178.0, 6, 'r']"
1085,"[4532.0, 6202.0, 5, 'r']"
1086,"[4545.0, 6169.0, 7, 'r']"
1087,"[4534.0, 6168.0, 5, 'r']"
1090,"[5631.0, 6381.0, 13, 'r']"
1091,"[4637.0, 6186.0, 5, 'r']"
1092,"[4873.0, 6210.0, 13, 'r']"
1093,"[5244.0, 6256.0, 15, 'r']"
1094,"[5220, 6253, 21, 'e']"
1095,"[5279.0, 6280.0, 10, 'r']"
1096,"[5283.0, 6278.0, 5, 'r']"
1097,"[5394.0, 6439.0, 8, 'r']"
1098,"[5539.0, 6316.0, 5, 'r']"
1101,"[5522.0, 6370.0, 6, 'r']"
1104,"[5539.0, 6342.0, 11, 'r']"
1108,"[5605.0, 6353.0, 8, 'r']"
1109,"[4411.0, 6095.0, 9, 'r']"
1110,"[4515.0, 6189.0, 5, 'r']"
1111,"[4515.0, 6188.0, 5, 'r']"
1114,"[5627, 6363, 14, 'e']"
1115,"[4657.0, 6156.0, 9, 'r']"
1116,"[4569.0, 6169.0, 6, 'r']"
1119,"[5603.0, 6351.0, 10, 'r']"
1120,"[4560.0, 6169.0, 8, 'r']"
1124,"[5539.0, 6314.0, 8, 'r']"
1127,"[5523, 6358, 35, 'e']"
1132,"[5534, 6349, 13, 'e']"
1133,"[5571.0, 6339.0, 11, 'r']"
1134,"[5600.0, 6392.0, 16, 'r']"
1136,"[5613, 6372, 20, 'e']"
1138,"[5604.0, 6354.0, 13, 'r']"
1139,"[5604.0, 6353.0, 6, 'r']"
1140,"[5575.0, 6353.0, 11, 'r']"
1141,"[4358.0, 6102.0, 6, 'r']"
1142,"[4423, 6114, 8, 'e']"
1143,"[4491.0, 6175.0, 5, 'r']"
1145,"[5571.0, 6338.0, 14, 'r']"
1146,"[4552.0, 6169.0, 5, 'r']"
1147,"[4658.0, 6161.0, 7, 'r']"
1151,"[5496.0, 6448.0, 5, 'r']"
1158,"[5608, 6379, 8, 'e']"
1159,"[5606.0, 6359.0, 11, 'r']"
1162,"[5609.0, 6364.0, 11, 'r']"
1163,"[5607.0, 6363.0, 6, 'r']"
1164,"[5608.0, 6363.0, 8, 'r']"
1165,"[5606.0, 6361.0, 5, 'r']"
1166,"[5608.0, 6362.0, 6, 'r']"
1167,"[5607.0, 6362.0, 4, 'r']"
1169,"[5609.0, 6355.0, 8, 'r']"
1171,"[5575.0, 6356.0, 13, 'r']"
1172,"[5576, 6354, 12, 'e']"
1173,"[5631.0, 6377.0, 13, 'r']"
1175,"[4543.0, 6170.0, 5, 'r']"
1176,"[4547.0, 6169.0, 10, 'r']"
1177,"[4657.0, 6156.0, 9, 'r']"
1178,"[4974.0, 6219.0, 7, 'r']"
1179,"[5195.0, 6233.0, 8, 'r']"
1189,"[4967.0, 6233.0, 15, 'r']"
1191,"[5535.0, 6347.0, 6, 'r']"
1193,"[5571.0, 6339.0, 6, 'r']"
1194,"[5572.0, 6339.0, 8, 'r']"
1196,"[4284.0, 6029.0, 9, 'r']"
1197,"[5574.0, 6354.0, 11, 'r']"
1198,"[4505, 6177, 6, 'e']"
1199,"[4534, 6204, 5, 'e']"
1200,"[4549.0, 6170.0, 6, 'r']"
1201,"[4542.0, 6170.0, 5, 'r']"
1204,"[4637.0, 6185.0, 6, 'r']"
1205,"[4874.0, 6204.0, 11, 'r']"
1207,"[5210.0, 6242.0, 5, 'r']"
1208,"[5282.0, 6279.0, 5, 'r']"
1209,"[5281, 6278, 18, 'e']"
1210,"[5317.0, 6282.0, 10, 'r']"
1211,"[5319.0, 6276.0, 12, 'r']"
1212,"[5497.0, 6270.0, 6, 'r']"
1216,"[5472.0, 6379.0, 7, 'r']"
1217,"[5471.0, 6381.0, 8, 'r']"
1223,"[5616.0, 6383.0, 10, 'r']"
1224,"[5607.0, 6352.0, 18, 'r']"
1225,"[5617.0, 6358.0, 12, 'r']"
1226,"[5618.0, 6357.0, 11, 'r']"
1227,"[3356.0, 2325.0, 9, 'r']"
1228,"[3264.0, 2315.0, 12, 'r']"
1231,"[3975.0, 2600.0, 5, 'r']"
1232,"[3691.0, 2953.0, 10, 'r']"
1235,"[3104, 3271, 11, 'e']"
1236,"[3972.0, 2604.0, 8, 'r']"
1238,"[3689.0, 2951.0, 10, 'r']"
1239,"[3729.0, 2666.0, 10, 'r']"
1240,"[3690, 2953, 15, 'e']"
1241,"[3961.0, 2619.0, 6, 'r']"
1242,"[2615.0, 3344.0, 9, 'r']"
1243,"[3776.0, 3045.0, 6, 'r']"
1244,"[3692.0, 2955.0, 12, 'r']"
1245,"[3359.0, 2313.0, 8, 'r']"
1246,"[2561, 3324, 11, 'e']"
1247,"[2548.0, 3324.0, 7, 'r']"
1248,"[3543.0, 2734.0, 11, 'r']"
1250,"[3220, 3107, 13, 'e']"
1252,"[3288.0, 2311.0, 11, 'r']"
1253,"[2548, 3339, 8, 'e']"
1255,"[3192, 3153, 9, 'e']"
1256,"[3377, 3334, 10, 'e']"
1257,"[3361.0, 2312.0, 8, 'r']"
1260,"[3324.0, 2331.0, 13, 'r']"
1261,"[3198.0, 2368.0, 8, 'r']"
1262,"[3291.0, 2312.0, 10, 'r']"
1263,"[3690.0, 2950.0, 13, 'r']"
1264,"[3693.0, 2954.0, 15, 'r']"
1265,"[3349.0, 2633.0, 11, 'r']"
1268,"[3379.0, 2623.0, 12, 'r']"
1273,"[3689.0, 2950.0, 12, 'r']"
1274,"[3211.0, 2995.0, 9, 'r']"
1276,"[3194, 3289, 16, 'e']"
1278,"[2588.0, 3166.0, 6, 'r']"
1279,"[3340, 3336, 9, 'e']"
1280,"[3178.0, 3067.0, 11, 'r']"
1281,"[3977, 2620, 10, 'r']"
1282,"[3348.0, 2633.0, 13, 'r']"
1285,"[3946, 2662, 10, 'e']"
1286,"[3603.0, 2962.0, 11, 'r']"
1287,"[3573, 2560, 10, 'e']"
1288,"[3342, 3372, 12, 'e']"
1290,"[3756.0, 3051.0, 6, 'r']"
1291,"[3695.0, 2952.0, 9, 'r']"
1292,"[3911.0, 2774.0, 11, 'r']"
1293,"[3730.0, 2667.0, 11, 'r']"
1295,"[2563.0, 3307.0, 11, 'r']"
1296,"[3356.0, 3339.0, 5, 'r']"
1297,"[3998.0, 2596.0, 44, 'r']"
1298,"[3906, 2771, 13, 'e']"
1299,"[3200, 3343, 14, 'e']"
1301,"[3690.0, 2951.0, 16, 'r']"
1302,"[3782.0, 3054.0, 6, 'r']"
1303,"[3358.0, 2792.0, 8, 'r']"
1305,"[3346.0, 2632.0, 10, 'r']"
1308,"[3396.0, 2648.0, 12, 'r']"
1309,"[3779, 3056, 6, 'e']"
1310,"[3689.0, 2948.0, 14, 'r']"
1313,"[3931, 2787, 14, 'e']"
1314,"[3608.0, 3174.0, 13, 'r']"
1315,"[3688.0, 2605.0, 13, 'r']"
1316,"[3688.0, 2606.0, 13, 'r']"
1327,"[3206.0, 3346.0, 12, 'r']"
1328,"[3206.0, 3345.0, 12, 'r']"
1329,"[3605.0, 2977.0, 12, 'r']"
1330,"[3608.0, 2979.0, 11, 'r']"
1331,"[3607.0, 2978.0, 11, 'r']"
1340,"[3351.0, 3801.0, 19, 'r']"
1344,"[3362, 4118, 19, 'e']"
1345,"[3566.0, 3644.0, 8, 'r']"
1351,"[3701.0, 3639.0, 20, 'r']"
1352,"[3532.0, 3968.0, 16, 'r']"
1353,"[3698, 3433, 8, 'e']"
1354,"[3349.0, 3794.0, 18, 'r']"
1355,"[3532.0, 3966.0, 14, 'r']"
1361,"[3429, 4722, 26, 'e']"
1363,"[3490.0, 4037.0, 71, 'r']"
1365,"[4048.0, 4765.0, 15, 'r']"
1367,"[3501.0, 4089.0, 5, 'r']"
1368,"[3999.0, 4772.0, 10, 'r']"
1369,"[3503.0, 4086.0, 7, 'r']"
1371,"[3500.0, 4090.0, 5, 'r']"
1373,"[3435.0, 4098.0, 41, 'r']"
1374,"[3502.0, 4088.0, 5, 'r']"
1375,"[3381.0, 4718.0, 15, 'r']"
1377,"[4308, 5081, 16, 'e']"
1378,"[4068, 4988, 13, 'e']"
1380,"[4276.0, 5091.0, 12, 'r']"
1384,"[3504.0, 4086.0, 7, 'r']"
1385,"[3998.0, 4773.0, 11, 'r']"
1386,"[4446.0, 5117.0, 13, 'r']"
1388,"[3997.0, 4774.0, 11, 'r']"
1389,"[3494.0, 4097.0, 8, 'r']"
1391,"[4023.0, 5131.0, 10, 'r']"
1393,"[3426.0, 4014.0, 24, 'r']"
1395,"[4200.0, 5106.0, 15, 'r']"
1396,"[3436.0, 4098.0, 37, 'r']"
1398,"[3492.0, 4008.0, 16, 'r']"
1400,"[3530, 4061, 22, 'e']"
1401,"[3929.0, 4407.0, 5, 'r']"
1402,"[4306.0, 5084.0, 17, 'r']"
1403,"[3492.0, 4037.0, 25, 'r']"
1405,"[3946.0, 4928.0, 11, 'r']"
1406,"[4343.0, 5058.0, 11, 'r']"
1407,"[3757.0, 4721.0, 12, 'r']"
1408,"[3500.0, 4091.0, 5, 'r']"
1412,"[3948.0, 4711.0, 11, 'r']"
1413,"[3737.0, 4382.0, 12, 'r']"
1421,"[3528.0, 4068.0, 5, 'r']"
1425,"[4307.0, 3894.0, 20, 'r']"
1429,"[4103.0, 2568.0, 17, 'r']"
1431,"[4311.0, 3864.0, 28, 'r']"
1433,"[4243.0, 2645.0, 13, 'r']"
1434,"[4651, 3790, 22, 'e']"
1435,"[4047.0, 2571.0, 6, 'r']"
1437,"[4361, 3682, 13, 'e']"
1438,"[4326.0, 3841.0, 23, 'r']"
1442,"[4240.0, 2648.0, 13, 'r']"
1448,"[4106.0, 2574.0, 20, 'r']"
1450,"[4172.0, 3005.0, 14, 'r']"
1452,"[4211.0, 2628.0, 21, 'r']"
1455,"[4664.0, 4012.0, 19, 'r']"
1456,"[4664.0, 4012.0, 17, 'r']"
1466,"[3402, 1851, 7, 'e']"
1467,"[2172.0, 2941.0, 8, 'r']"
1468,"[2185.0, 2241.0, 7, 'r']"
1469,"[2165.0, 2295.0, 12, 'r']"
1470,"[3427.0, 1847.0, 9, 'r']"
1473,"[2763.0, 2029.0, 11, 'r']"
1474,"[2326.0, 2062.0, 11, 'r']"
1479,"[2597, 1891, 12, 'e']"
1480,"[3070.0, 1963.0, 7, 'r']"
1481,"[3422.0, 1850.0, 10, 'r']"
1482,"[2279.0, 2130.0, 7, 'r']"
1483,"[2280.0, 2130.0, 9, 'r']"
1484,"[3528.0, 1796.0, 9, 'r']"
1491,"[3425.0, 1848.0, 8, 'r']"
1492,"[3402, 1852, 7, 'e']"
1497,"[3071.0, 1955.0, 9, 'r']"
1498,"[3526.0, 1799.0, 9, 'r']"
1499,"[3594, 1883, 10, 'e']"
1500,"[2165.0, 2938.0, 11, 'r']"
1503,"[3501.0, 1608.0, 11, 'r']"
1504,"[3523.0, 1870.0, 9, 'r']"
1505,"[2562.0, 2021.0, 10, 'r']"
1507,"[2492.0, 1923.0, 9, 'r']"
1508,"[2456, 2230, 13, 'e']"
1509,"[2164.0, 2982.0, 11, 'r']"
1513,"[3453, 1657, 11, 'e']"
1515,"[2266.0, 2152.0, 11, 'r']"
1516,"[2141, 2475, 15, 'e']"
1517,"[2485.0, 1895.0, 12, 'r']"
1518,"[3414.0, 1832.0, 15, 'r']"
1519,"[2160, 3048, 17, 'e']"
1525,"[3588.0, 1878.0, 10, 'r']"
1527,"[2203.0, 2325.0, 10, 'r']"
1529,"[3079.0, 1951.0, 5, 'r']"
1530,"[3413.0, 1871.0, 13, 'r']"
1531,"[2502.0, 4429.0, 6, 'r']"
1532,"[2504.0, 4428.0, 6, 'r']"
1533,"[2964.0, 4170.0, 17, 'r']"
